a,b,c,a^2 + b^2 - c^2,2ab,C,COS,Degrees
809,402,466,598929,650436,0.92,0.400639997,22.95498095
201,48,208,-559,19296,-0.03,1.599770115,91.66007579
631,261,793,-162567,329382,-0.49,2.086964954,119.5742839
782,804,327,1151011,1257456,0.92,0.414422707,23.74467204
923,633,442,1057254,1168518,0.90,0.439928878,25.206068
774,902,1303,-285129,1396296,-0.20,1.776446664,101.7828964
540,736,1144,-475440,794880,-0.60,2.211959507,126.7359442
236,494,551,-3869,233168,-0.02,1.587390274,90.95076316
953,449,1260,-477790,855794,-0.56,2.163131922,123.9383297
376,152,460,-47120,114304,-0.41,1.99570112,114.3452513
832,813,902,539589,1352832,0.40,1.160524252,66.49314168
946,856,1615,-980573,1619552,-0.61,2.221139307,127.261908
838,523,641,564892,876548,0.64,0.870491591,49.87549429
274,221,249,61916,121108,0.51,1.034162183,59.25312843
66,594,634,-44764,78408,-0.57,2.178411521,124.8137862
914,312,777,329011,570336,0.58,0.955901973,54.76914871
662,663,1153,-451596,877812,-0.51,2.11116993,120.9611268
459,732,1028,-310279,671976,-0.46,2.050753506,117.4995207
529,977,633,833681,1033666,0.81,0.632540104,36.24187831
310,284,119,162595,176080,0.92,0.393909906,22.56937513
40,262,234,15488,20960,0.74,0.739313479,42.35954206
570,179,674,-97335,204060,-0.48,2.068025488,118.4891324
837,164,867,-24224,274536,-0.09,1.659147376,95.06214226
948,541,1374,-696491,1025736,-0.68,2.317217548,132.7667857
167,784,626,250669,261856,0.96,0.293358696,16.80821514
754,583,1243,-636644,879164,-0.72,2.380593094,136.397937
631,879,1144,-137934,1109298,-0.12,1.695462499,97.14284554
422,431,514,99649,363764,0.27,1.293310417,74.1012285
925,555,1293,-508199,1026750,-0.49,2.088583801,119.6670369
583,275,769,-175847,320650,-0.55,2.151255454,123.2578581
941,124,1032,-164167,233368,-0.70,2.351062108,134.7059362
665,458,1085,-525236,609140,-0.86,2.610508062,149.5710943
883,913,702,1120454,1612358,0.69,0.802492705,45.97944509
336,789,763,153248,530208,0.29,1.277578985,73.19988385
581,578,335,559420,671636,0.83,0.586430334,33.59998311
665,118,624,66773,156940,0.43,1.131316995,64.81968911
384,351,223,220928,269568,0.82,0.610148125,34.95891244
163,636,625,40440,207336,0.20,1.374492259,78.75260539
299,645,531,223465,385710,0.58,0.952852889,54.59444906
909,603,1101,-22311,1096254,-0.02,1.591149767,91.16616624
21,778,759,29644,32676,0.91,0.434192145,24.87737741
986,414,746,587076,816408,0.72,0.768295291,44.02007757
169,193,129,49169,65234,0.75,0.717072709,41.08523983
183,337,331,37497,123342,0.30,1.26189897,72.30148516
159,729,778,-48562,231822,-0.21,1.781839137,102.0918623
119,9,123,-887,2142,-0.41,1.997749019,114.4625873
629,259,440,269122,325822,0.83,0.5988603,34.3121677
959,396,1115,-166728,759528,-0.22,1.792113929,102.6805645
587,908,350,1046533,1065992,0.98,0.191364402,10.96437261
148,346,391,-11261,102416,-0.11,1.680972616,96.31263638
962,512,926,330112,985088,0.34,1.229075253,70.42082471
206,466,344,141256,191992,0.74,0.744039154,42.63030334
157,777,810,-27722,243978,-0.11,1.684667252,96.52432345
262,202,275,33823,105848,0.32,1.245549039,71.36470312
968,698,1231,-91133,1351328,-0.07,1.638287137,93.8669386
714,287,461,379644,409836,0.93,0.386241377,22.13000078
394,112,345,48755,88256,0.55,0.985523248,56.46632275
88,982,963,44699,172832,0.26,1.309195883,75.01139866
603,811,1287,-635039,978066,-0.65,2.27743411,130.4873626
373,468,296,270537,349128,0.77,0.684249818,39.20462672
154,10,152,712,3080,0.23,1.337517443,76.63410452
237,942,754,375017,446508,0.84,0.573718298,32.87163711
882,55,898,-25455,97020,-0.26,1.836272287,105.2106521
417,537,415,290033,447858,0.65,0.866365343,49.63907766
870,388,504,653428,675120,0.97,0.254181574,14.56353142
288,460,682,-170580,264960,-0.64,2.270244188,130.0754104
211,136,210,18917,57392,0.33,1.234905444,70.75487001
679,928,1229,-188216,1260224,-0.15,1.720708434,98.58933106
85,323,406,-53282,54910,-0.97,2.897477144,166.0132116
920,524,1314,-605620,964160,-0.63,2.249946841,128.9124581
931,755,1566,-1015570,1405810,-0.72,2.378076447,136.2537438
616,94,575,57667,115808,0.50,1.049559028,60.13530263
72,555,594,-39627,79920,-0.50,2.089590496,119.7247163
462,859,959,31644,793716,0.04,1.530917593,87.71511688
234,361,525,-90548,168948,-0.54,2.136431171,122.4084893
478,252,285,210763,240912,0.87,0.505660521,28.9722137
213,545,453,137185,232170,0.59,0.938645053,53.78040001
273,756,756,74529,412776,0.18,1.389245066,79.59787899
248,189,163,70656,93744,0.75,0.71710387,41.0870252
818,432,418,681024,706752,0.96,0.270651753,15.50720316
783,742,1200,-276347,1161972,-0.24,1.810923207,103.7582568
197,497,577,-47111,195818,-0.24,1.813765501,103.9211082
837,207,699,254817,346518,0.74,0.744592084,42.66198388
6,841,845,-6708,10092,-0.66,2.297868313,131.6581562
989,605,498,1096142,1196690,0.92,0.412857036,23.65496572
990,590,1513,-960969,1168200,-0.82,2.536776369,145.3465795
255,439,326,151470,223890,0.68,0.827745669,47.42633334
562,678,543,480679,762072,0.63,0.888273455,50.89432001
129,793,836,-53406,204594,-0.26,1.834889561,105.1314277
839,163,975,-220135,273514,-0.80,2.506202107,143.5948033
440,123,365,75504,108240,0.70,0.798808456,45.76835319
630,303,476,262133,381780,0.69,0.813983915,46.63784293
760,890,584,1028644,1352800,0.76,0.706896124,40.50216444
478,342,149,323247,326952,0.99,0.150687794,8.63377464
442,846,534,625924,747864,0.84,0.579112002,33.1806736
915,345,901,144449,631350,0.23,1.339957835,76.77392868
349,597,396,321394,416706,0.77,0.689957932,39.53167757
684,68,718,-43044,93024,-0.46,2.051856516,117.5627185
80,164,87,25727,26240,0.98,0.198062321,11.34813507
501,835,1228,-559758,836670,-0.67,2.303700319,131.9923055
939,319,855,252457,599082,0.42,1.135800719,65.07658755
363,896,1036,-138711,650496,-0.21,1.785685161,102.3122233
355,301,168,188402,213710,0.88,0.491601883,28.16671311
639,504,248,600833,644112,0.93,0.36866778,21.12310784
470,509,664,39085,478460,0.08,1.48901603,85.31433414
601,116,558,63293,139432,0.45,1.099620239,63.00359877
636,484,548,338448,615648,0.55,0.988740129,56.6506364
291,124,412,-69687,72168,-0.97,2.878621478,164.9328615
525,850,367,863436,892500,0.97,0.255902326,14.66212327
928,939,1475,-432720,1742784,-0.25,1.821713368,104.3764874
563,95,540,34394,106970,0.32,1.243452115,71.2445582
213,927,1083,-268191,394902,-0.68,2.31737721,132.7759337
343,57,347,489,39102,0.01,1.558290247,89.28345439
939,85,942,1582,159630,0.01,1.560885747,89.43216559
950,827,892,790765,1571300,0.50,1.043434597,59.7843986
485,731,976,-182990,709070,-0.26,1.831820772,104.9555991
178,902,780,236888,321112,0.74,0.741122134,42.46317037
327,313,480,-25502,204702,-0.12,1.695701956,97.15656539
999,721,315,1418617,1440558,0.98,0.174755399,10.01274683
133,498,486,29497,132468,0.22,1.346241236,77.13394101
645,451,717,105337,581790,0.18,1.388735484,79.56868211
864,784,744,807616,1354752,0.60,0.932116923,53.40636569
336,391,300,175777,262752,0.67,0.837954708,48.01126817
894,157,940,-59715,280716,-0.21,1.78515814,102.2820272
713,550,215,764644,784300,0.97,0.224353411,12.85450357
601,207,693,-76199,248814,-0.31,1.882046358,107.8333132
110,704,743,-44333,154880,-0.29,1.861097658,106.6330411
444,393,198,312381,348984,0.90,0.462106047,26.47672619
248,215,74,102253,106640,0.96,0.287831919,16.49155418
421,128,540,-97975,107776,-0.91,2.711822127,155.3759627
706,46,674,46276,64952,0.71,0.777792079,44.56420347
764,358,669,264299,547024,0.48,1.06653829,61.10814269
637,562,1172,-651971,715988,-0.91,2.715503915,155.5869136
530,349,308,307837,369940,0.83,0.58786461,33.68216109
46,954,922,62148,87768,0.71,0.784000955,44.91994586
226,108,293,-23109,48816,-0.47,2.06393154,118.2545664
599,857,813,432281,1026686,0.42,1.136199222,65.09942012
597,4,596,1209,4776,0.25,1.314871002,75.33655901
590,344,690,-9664,405920,-0.02,1.594606223,91.36420658
758,696,717,544891,1055136,0.52,1.028133859,58.90773087
352,147,389,-5808,103488,-0.06,1.626948279,93.21726989
79,449,397,50233,70942,0.71,0.784013117,44.92064269
336,296,277,123783,198912,0.62,0.899118392,51.51568916
561,242,597,16876,271524,0.06,1.508603356,86.43660526
634,417,749,14844,528756,0.03,1.542719198,88.391299
242,458,642,-143836,221672,-0.65,2.276892895,130.4563533
632,476,1007,-388049,601664,-0.64,2.271766803,130.1626499
968,810,283,1513035,1568160,0.96,0.265934455,15.23692193
696,702,72,972036,977184,0.99,0.102692078,5.883822634
816,124,810,25132,202368,0.12,1.446285265,82.86604165
910,190,906,43364,345800,0.13,1.445063341,82.79603058
21,223,221,1329,9366,0.14,1.428419571,81.84241276
742,212,859,-142373,314608,-0.45,2.040409019,116.9068253
795,228,682,218885,362520,0.60,0.922552544,52.85836714
99,142,175,-660,28116,-0.02,1.594272662,91.3450949
355,110,261,70004,78100,0.90,0.45935642,26.31918414
141,445,485,-17319,125490,-0.14,1.709249239,97.93276751
426,956,713,587043,814512,0.72,0.765941935,43.8852402
535,140,403,143416,149800,0.96,0.292994912,16.78737187
372,474,536,75764,352656,0.21,1.354270111,77.59396169
149,845,846,20510,251810,0.08,1.489255698,85.32806612
334,983,707,577996,656644,0.88,0.494455282,28.33020079
823,873,1386,-481538,1436958,-0.34,1.91251757,109.579185
466,236,640,-136748,219952,-0.62,2.241729893,128.4416617
245,423,663,-200615,207270,-0.97,2.887501393,165.4416431
205,407,566,-112682,166870,-0.68,2.312124557,132.4749788
542,133,629,-84188,144172,-0.58,2.194371754,125.7282402
267,295,90,150214,157530,0.95,0.305960595,17.53025079
271,838,1040,-305915,454196,-0.67,2.309771575,132.3401629
899,905,385,1479001,1627190,0.91,0.430086938,24.64216638
831,476,920,70737,791112,0.09,1.481262105,84.87006695
166,550,541,37375,182600,0.20,1.364657135,78.18909432
335,69,369,-19175,46230,-0.41,1.998490695,114.5050822
623,460,438,407885,573160,0.71,0.778962976,44.63129092
78,476,404,69444,74256,0.94,0.361980934,20.73997979
97,93,150,-4442,18042,-0.25,1.819557344,104.2529564
185,767,607,254065,283790,0.90,0.461788517,26.45853303
529,806,784,314821,852748,0.37,1.192665383,68.33469279
637,773,470,782398,984802,0.79,0.652658019,37.39454994
207,134,316,-39051,55476,-0.70,2.351706274,134.7428442
79,948,970,-35955,149784,-0.24,1.813209219,103.8892356
700,276,936,-309920,386400,-0.80,2.501550182,143.3282677
377,247,591,-146143,186238,-0.78,2.473026021,141.6939536
654,509,1103,-529812,665772,-0.80,2.491100644,142.7295532
90,699,786,-121095,125820,-0.96,2.866670567,164.2481248
795,355,974,-190626,564450,-0.34,1.915289747,109.7380191
963,372,788,444809,716472,0.62,0.900992314,51.62305695
493,525,266,447918,517650,0.87,0.525065281,30.08402459
89,256,261,5336,45568,0.12,1.453427324,83.2752515
811,859,1378,-503282,1393298,-0.36,1.940368299,111.1749142
868,13,877,-15536,22568,-0.69,2.330088709,133.5042489
706,653,922,74761,922036,0.08,1.489624701,85.34920843
557,625,933,-169615,696250,-0.24,1.816884861,104.0998344
115,730,653,119716,167900,0.71,0.777000741,44.51886313
198,772,872,-125196,305712,-0.41,1.992727131,114.1748543
969,852,1644,-1037871,1651176,-0.63,2.250502766,128.9443103
881,73,883,1801,128626,0.01,1.556794034,89.19772775
749,406,1118,-524087,608188,-0.86,2.609443766,149.5101147
746,712,750,500960,1062304,0.47,1.079716073,61.86317404
803,593,222,947174,952358,0.99,0.104386557,5.980909172
550,598,410,492004,657800,0.75,0.725822432,41.58656201
671,66,705,-42428,88572,-0.48,2.07033737,118.6215935
854,598,694,605284,1021384,0.59,0.936499089,53.65744534
970,351,1136,-226395,680940,-0.33,1.909722163,109.41902
809,690,582,791857,1116420,0.71,0.782316693,44.82344477
762,877,933,479284,1336548,0.36,1.204030306,68.98585493
825,493,1130,-353226,813450,-0.43,2.019981826,115.7364333
435,907,882,233950,789090,0.30,1.269790713,72.75364874
910,62,912,200,112840,0.00,1.569023905,89.8984477
262,547,498,119849,286628,0.42,1.139405837,65.28314562
102,717,638,117449,146268,0.80,0.638532533,36.58521925
815,545,953,53041,888350,0.06,1.511053471,86.57698653
302,831,1033,-285324,501924,-0.57,2.175429794,124.6429458
308,254,518,-108944,156464,-0.70,2.341009085,134.1299404
494,799,879,109796,789412,0.14,1.431258144,82.00505107
416,951,1015,47232,791232,0.06,1.511066568,86.57773693
164,667,824,-207191,218776,-0.95,2.814705,161.2707171
866,710,473,1030327,1229720,0.84,0.577454453,33.08570304
491,245,546,2990,240590,0.01,1.558368225,89.28792223
837,643,1075,-41607,1076382,-0.04,1.609460452,92.21529119
123,753,691,104657,185238,0.56,0.970379234,55.59863464
285,942,1066,-167767,536940,-0.31,1.888567585,108.206952
534,876,766,465776,935568,0.50,1.049674105,60.14189609
418,662,703,118759,553432,0.21,1.354527945,77.60873449
573,204,735,-170280,233784,-0.73,2.38672852,136.749471
605,79,546,74150,95590,0.78,0.682958941,39.13066489
340,959,1047,-60928,652120,-0.09,1.664363451,95.36100132
828,362,1176,-566348,599472,-0.94,2.807611268,160.8642762
93,557,479,89457,103602,0.86,0.528691372,30.29178427
148,181,59,51184,53576,0.96,0.29994364,17.18550465
849,912,1693,-1313704,1548576,-0.85,2.583620131,148.0305294
855,829,51,1415665,1417590,1.00,0.052119975,2.986254618
600,75,635,-37600,90000,-0.42,2.001794366,114.6943686
323,334,293,130036,215764,0.60,0.923944753,52.93813488
350,700,588,266756,490000,0.54,0.995122664,57.01632874
77,679,738,-77674,104566,-0.74,2.40807311,137.9724259
564,493,738,16501,556104,0.03,1.541119464,88.29964099
419,266,205,204292,222908,0.92,0.411590375,23.58239136
705,376,893,-159048,530160,-0.30,1.875488981,107.4576031
736,730,982,110272,1074560,0.10,1.467994744,84.10990319
180,869,770,194661,312840,0.62,0.899197734,51.5202351
3,644,643,1296,3864,0.34,1.228762579,70.40290978
54,370,415,-32409,39960,-0.81,2.516717287,144.1972788
865,64,887,-34448,110720,-0.31,1.887175162,108.127172
983,759,653,1115961,1492194,0.75,0.725954838,41.59414832
529,579,778,9798,612582,0.02,1.554801051,89.08353823
429,115,457,-11583,98670,-0.12,1.68845894,96.74157113
15,854,842,20577,25620,0.80,0.638213121,36.56691829
128,613,609,21272,156928,0.14,1.434825127,82.20942414
233,976,749,445864,454816,0.98,0.198733963,11.3866173
579,507,614,215294,587106,0.37,1.195332808,68.48752498
665,248,544,207793,329840,0.63,0.889267319,50.95126426
182,441,273,153076,160524,0.95,0.305814812,17.52189802
303,493,198,295654,298758,0.99,0.144275576,8.266381571
618,414,922,-296764,511704,-0.58,2.189466675,125.4471999
968,472,1406,-817028,913792,-0.89,2.677230018,153.3939808
337,521,345,265985,351154,0.76,0.711382962,40.75924131
647,775,526,742558,1002850,0.74,0.73706007,42.23043124
349,636,572,199113,443928,0.45,1.105681496,63.35088322
971,891,1860,-1722878,1730322,-1.00,3.048800653,174.68341
513,980,1021,181128,1005480,0.18,1.389666707,79.62203724
2,339,338,681,1356,0.50,1.044641014,59.85352123
265,241,377,-13823,127730,-0.11,1.679229153,96.21274332
908,635,575,897064,1153160,0.78,0.679450587,38.92965101
672,595,540,514009,799680,0.64,0.872689758,50.00143995
970,166,943,79207,322040,0.25,1.322292607,75.76178564
837,212,792,118249,354888,0.33,1.231099884,70.53682749
890,488,778,424960,868640,0.49,1.05959593,60.71037476
86,651,598,73593,111972,0.66,0.853639271,48.90992746
881,891,59,1566561,1569942,1.00,0.065640783,3.760939811
557,946,808,552301,1053844,0.52,1.01915909,58.39351453
456,501,107,447488,456912,0.98,0.203453728,11.65703994
329,304,35,199432,200032,1.00,0.077472844,4.438867002
164,251,200,49897,82328,0.61,0.919678769,52.69371198
730,259,504,345965,378140,0.91,0.415505314,23.80670084
161,397,519,-85831,127834,-0.67,2.306926929,132.1771767
369,294,155,198572,216972,0.92,0.414801264,23.76636175
431,366,325,214092,315492,0.68,0.824945172,47.26587667
744,192,929,-272641,285696,-0.95,2.838120281,162.6123138
185,859,845,58081,317830,0.18,1.387021278,79.47046534
661,536,837,23648,708592,0.03,1.537416904,88.08749995
968,576,840,563200,1115136,0.51,1.041355846,59.66529494
958,970,191,1822183,1858520,0.98,0.198068794,11.34850597
294,352,422,32256,206976,0.16,1.414314333,81.03424221
914,521,528,828053,952388,0.87,0.516709999,29.60530219
701,561,691,328641,786522,0.42,1.139728895,65.3016555
756,273,569,322304,412776,0.78,0.674818127,38.6642306
307,17,293,8689,10438,0.83,0.587301189,33.64987941
348,387,634,-131083,269352,-0.49,2.079059354,119.1213264
307,546,404,229149,335244,0.68,0.818209799,46.87996821
309,413,140,246450,255234,0.97,0.263114856,15.07537077
115,571,540,47666,131330,0.36,1.199366318,68.71862811
989,716,363,1359008,1416248,0.96,0.28527837,16.34524656
84,111,79,13136,18648,0.70,0.789192489,45.21739882
112,135,150,8269,30240,0.27,1.293822812,74.13058657
837,526,440,783645,880524,0.89,0.473504357,27.12980124
792,766,254,1149504,1213344,0.95,0.325830924,18.66873679
578,825,1072,-134475,953700,-0.14,1.712271255,98.10591631
927,245,865,171129,454230,0.38,1.184516186,67.86777822
965,379,1204,-374750,731470,-0.51,2.108685645,120.8187878
798,413,648,387469,659148,0.59,0.942418675,53.99661259
303,522,719,-152668,316332,-0.48,2.07443949,118.8566276
274,70,278,2692,38360,0.07,1.500561329,85.97583104
649,136,631,41536,176528,0.24,1.333275156,76.39103937
579,104,509,86976,120432,0.72,0.763818509,43.7635769
541,206,742,-215447,222892,-0.97,2.882403733,165.1495688
508,4,509,-1001,4064,-0.25,1.819666455,104.259208
65,43,44,4138,5590,0.74,0.737353539,42.2472458
758,877,1511,-939428,1329532,-0.71,2.355457524,134.9577749
